Survey Year,UNITID,OPE ID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Type of Varsity Sports Teams,Archery Male HD Coach FT Coaching Duties,Archery Male HD Coach PT Coaching Duties,Archery Female HD Coach FT Coaching Duties,Archery Female HD Coach PT Coaching Duties,Archery Total,Badminton Male HD Coach FT Coaching Duties,Badminton Male HD Coach PT Coaching Duties,Badminton Female HD Coach FT Coaching Duties,Badminton Female HD Coach PT Coaching Duties,Badminton Total,Baseball Male HD Coach FT Coaching Duties,Baseball Male HD Coach PT Coaching Duties,Baseball Female HD Coach FT Coaching Duties,Baseball Female HD Coach PT Coaching Duties,Baseball Total,Basketball Male HD Coach FT Coaching Duties,Basketball Male HD Coach PT Coaching Duties,Basketball Female HD Coach FT Coaching Duties,Basketball Female HD Coach PT Coaching Duties,Basketball Total,Beach Volleyball Male HD Coach FT Coaching Duties,Beach Volleyball Male HD Coach PT Coaching Duties,Beach Volleyball Female HD Coach FT Coaching Duties,Beach Volleyball Female HD Coach PT Coaching Duties,Beach Volleyball Total,Bowling Male HD Coach FT Coaching Duties,Bowling Male HD Coach PT Coaching Duties,Bowling Female HD Coach FT Coaching Duties,Bowling Female HD Coach PT Coaching Duties,Bowling Total,All Track Combined Male HD Coach FT Coaching Duties,All Track Combined Male HD Coach PT Coaching Duties,All Track Combined Female HD Coach FT Coaching Duties,All Track Combined Female HD Coach PT Coaching Duties,All Track Combined Total,Diving Male HD Coach FT Coaching Duties,Diving Male HD Coach PT Coaching Duties,Diving Female HD Coach FT Coaching Duties,Diving Female HD Coach PT Coaching Duties,Diving Total,Equestrian Male HD Coach FT Coaching Duties,Equestrian Male HD Coach PT Coaching Duties,Equestrian Female HD Coach FT Coaching Duties,Equestrian Female HD Coach PT Coaching Duties,Equestrian Total,Fencing Male HD Coach FT Coaching Duties,Fencing Male HD Coach PT Coaching Duties,Fencing Female HD Coach FT Coaching Duties,Fencing Female HD Coach PT Coaching Duties,Fencing Total,Field Hockey Male HD Coach FT Coaching Duties,Field Hockey Male HD Coach PT Coaching Duties,Field Hockey Female HD Coach FT Coaching Duties,Field Hockey Female HD Coach PT Coaching Duties,Field Hockey Total,Football Male HD Coach FT Coaching Duties,Football Male HD Coach PT Coaching Duties,Football Female HD Coach FT Coaching Duties,Football Female HD Coach PT Coaching Duties,Football Total,Golf Male HD Coach FT Coaching Duties,Golf Male HD Coach PT Coaching Duties,Golf Female HD Coach FT Coaching Duties,Golf Female HD Coach PT Coaching Duties,Golf Total,Gymnastics Male HD Coach FT Coaching Duties,Gymnastics Male HD Coach PT Coaching Duties,Gymnastics Female HD Coach FT Coaching Duties,Gymnastics Female HD Coach PT Coaching Duties,Gymnastics Total,Ice Hockey Male HD Coach FT Coaching Duties,Ice Hockey Male HD Coach PT Coaching Duties,Ice Hockey Female HD Coach FT Coaching Duties,Ice Hockey Female HD Coach PT Coaching Duties,Ice Hockey Total,Lacrosse Male HD Coach FT Coaching Duties,Lacrosse Male HD Coach PT Coaching Duties,Lacrosse Female HD Coach FT Coaching Duties,Lacrosse Female HD Coach PT Coaching Duties,Lacrosse Total,Rifle Male HD Coach FT Coaching Duties,Rifle Male HD Coach PT Coaching Duties,Rifle Female HD Coach FT Coaching Duties,Rifle Female HD Coach PT Coaching Duties,Rifle Total,Rodeo Male HD Coach FT Coaching Duties,Rodeo Male HD Coach PT Coaching Duties,Rodeo Female HD Coach FT Coaching Duties,Rodeo Female HD Coach PT Coaching Duties,Rodeo Total,Rowing Male HD Coach FT Coaching Duties,Rowing Male HD Coach PT Coaching Duties,Rowing Female HD Coach FT Coaching Duties,Rowing Female HD Coach PT Coaching Duties,Rowing Total,Sailing Male HD Coach FT Coaching Duties,Sailing Male HD Coach PT Coaching Duties,Sailing Female HD Coach FT Coaching Duties,Sailing Female HD Coach PT Coaching Duties,Sailing Total,Skiing Male HD Coach FT Coaching Duties,Skiing Male HD Coach PT Coaching Duties,Skiing Female HD Coach FT Coaching Duties,Skiing Female HD Coach PT Coaching Duties,Skiing Total,Soccer Male HD Coach FT Coaching Duties,Soccer Male HD Coach PT Coaching Duties,Soccer Female HD Coach FT Coaching Duties,Soccer Female HD Coach PT Coaching Duties,Soccer Total,Softball Male HD Coach FT Coaching Duties,Softball Male HD Coach PT Coaching Duties,Softball Female HD Coach FT Coaching Duties,Softball Female HD Coach PT Coaching Duties,Softball Total,Squash Male HD Coach FT Coaching Duties,Squash Male HD Coach PT Coaching Duties,Squash Female HD Coach FT Coaching Duties,Squash Female HD Coach PT Coaching Duties,Squash Total,Swimming and Diving Male HD Coach FT Coaching Duties,Swimming and Diving Male HD Coach PT Coaching Duties,Swimming and Diving Female HD Coach FT Coaching Duties,Swimming and Diving Female HD Coach PT Coaching Duties,Swimming and Diving Total,Swimming Male HD Coach FT Coaching Duties,Swimming Male HD Coach PT Coaching Duties,Swimming Female HD Coach FT Coaching Duties,Swimming Female HD Coach PT Coaching Duties,Swimming Total,Synchronized Swimming Male HD Coach FT Coaching Duties,Synchronized Swimming Male HD Coach PT Coaching Duties,Synchronized Swimming Female HD Coach FT Coaching Duties,Synchronized Swimming Female HD Coach PT Coaching Duties,Synchronized Swimming Total,Table Tennis Male HD Coach FT Coaching Duties,Table Tennis Male HD Coach PT Coaching Duties,Table Tennis Female HD Coach FT Coaching Duties,Table Tennis Female HD Coach PT Coaching Duties,Table Tennis Total,Team Handball Male HD Coach FT Coaching Duties,Team Handball Male HD Coach PT Coaching Duties,Team Handball Female HD Coach FT Coaching Duties,Team Handball Female HD Coach PT Coaching Duties,Team Handball Total,Tennis Male HD Coach FT Coaching Duties,Tennis Male HD Coach PT Coaching Duties,Tennis Female HD Coach FT Coaching Duties,Tennis Female HD Coach PT Coaching Duties,Tennis Total,Track and Field Indoor Male HD Coach FT Coaching Duties,Track and Field Indoor Male HD Coach PT Coaching Duties,Track and Field Indoor Female HD Coach FT Coaching Duties,Track and Field Indoor Female HD Coach PT Coaching Duties,Track and Field Indoor Total,Track and Field Outdoor Male HD Coach FT Coaching Duties,Track and Field Outdoor Male HD Coach PT Coaching Duties,Track and Field Outdoor Female HD Coach FT Coaching Duties,Track and Field Outdoor Female HD Coach PT Coaching Duties,Track and Field Outdoor Total,Track and Field X Country Male HD Coach FT Coaching Duties,Track and Field X Country Male HD Coach PT Coaching Duties,Track and Field X Country Female HD Coach FT Coaching Duties,Track and Field X Country Female HD Coach PT Coaching Duties,Track and Field X Country Total,Volleyball Male HD Coach FT Coaching Duties,Volleyball Male HD Coach PT Coaching Duties,Volleyball Female HD Coach FT Coaching Duties,Volleyball Female HD Coach PT Coaching Duties,Volleyball Total,Water Polo Male HD Coach FT Coaching Duties,Water Polo Male HD Coach PT Coaching Duties,Water Polo Female HD Coach FT Coaching Duties,Water Polo Female HD Coach PT Coaching Duties,Water Polo Total,Weight Lifting Male HD Coach FT Coaching Duties,Weight Lifting Male HD Coach PT Coaching Duties,Weight Lifting Female HD Coach FT Coaching Duties,Weight Lifting Female HD Coach PT Coaching Duties,Weight Lifting Total,Wrestling Male HD Coach FT Coaching Duties,Wrestling Male HD Coach PT Coaching Duties,Wrestling Female HD Coach FT Coaching Duties,Wrestling Female HD Coach PT Coaching Duties,Wrestling Total,Other Sports Male HD Coach FT Coaching Duties,Other Sports Male HD Coach PT Coaching Duties,Other Sports Female HD Coach FT Coaching Duties,Other Sports Female HD Coach PT Coaching Duties,Other Sports Total,Total Male HD Coach FT Coaching Duties,Total Male HD Coach PT Coaching Duties,Total Female HD Coach FT Coaching Duties,Total Female HD Coach PT Coaching Duties,Total HD Coaches
2003,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,440,563,1003,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,3,0,5,8
2004,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,467,555,1022,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,4,0,4,8
2005,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,475,535,1010,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,4,0,4,8
2006,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,475,534,1009,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,3,0,4,7
2007,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,476,508,984,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,3,0,4,7
2008,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,417,447,864,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,0,6,0,2,8
2009,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,425,434,859,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,0,6,0,2,8
2010,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,433,413,846,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,0,5,0,3,8
2011,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,476,427,903,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,2,0,6,8
2012,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,485,468,953,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,3,0,6,9
2013,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,484,490,974,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,3,0,6,9
2014,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,472,473,945,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,3,0,5,8
2015,145691,00168800,Illinois College,IL,NCAA Division III (with football),,1,NCAA,453,487,940,Women's Team,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,0,4,8
2016,145691,00168800,Illinois College,IL,NCAA Division III with football,,1,NCAA,449,500,949,Women's Team,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,1,3,8
