Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Newbill, Que'nique",,52.66,Central Open,"May 7, 2010"
,"Boucher, Dylan",SR,53.69,Spartan Open,"May 1, 2010"
,"Yin, Rob",SR,54.32,Central Open,"May 7, 2010"
,"Banks, Quinton",,54.9,2010 ASICS Winthrop Invitational,"Mar 25, 2010"
,"Garwood, David",,58.46,Kip Janvrin Open,"Apr 22, 2010"
