Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Young, Shannon",JR-3,2:25.11,Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Williams, Meta",SO-2,2:27.83,2016 Kip Janvrin Open,"Apr 28, 2016"
,"Teagle, Whitney",SO-2,2:28.89,2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Cook, Alethea",JR-3,2:29.26,Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"McKechnie, Caryn",JR-3,2:32.10,Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Ahrens, Anna",FR-1,2:36.70,Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Schmiechen, Zoe",JR-3,2:43.26,2016 Kip Janvrin Open,"Apr 28, 2016"
,"Arredondo, Nicole",FR-1,2:47.72,2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Rains, Christine",JR-3,3:01.00,Grinnell College Dick Young Classic,"Apr 23, 2016"
